Name,Tags,notes,Date,Created by,Réseau
"Thanks for the heads up, akhi.
l'm just afraid my Surespot will
keep messing up and I won 't
be able to talk to you when I
need to.",AusWitness,,"September 3, 2015 7:06 AM",Quentin Sombsthay,Surespot
"We will be fine. I haven't noticed any
messages not coming through.",wilayahks,,"September 3, 2015 7:07 AM",Quentin Sombsthay,Surespot
"I hope so, akhi. Any updates
on the bomb? Did you get the
rat poison?",AusWitness,,"September 3, 2015 7:07 AM",Quentin Sombsthay,Surespot
"No I haven't gone out yet I think the
trigger will work now it's just putting
it all together. l will probably wait till
the weekend my roommate is going
home for the weekend the house will
be free",wilayahks,,"September 3, 2015 7:08 AM",Quentin Sombsthay,Surespot
"Are you planning any other attacks
on the same day bro",wilayahks,,"September 3, 2015 7:09 AM",Quentin Sombsthay,Surespot
"Alright, bro. What kind of
trigger are you using? And no,
l'm not planning anything else.
Mohamadmo said he wasn't
ready again. I don't think he'II
ever be ready.",AusWitness,gold,"September 3, 2015 7:09 AM",Quentin Sombsthay,Surespot
lt doesn't sound like it,wilayahks,,"September 3, 2015 7:10 AM",Quentin Sombsthay,Surespot
1 got an rc remote like X said,wilayahks,,"September 3, 2015 7:10 AM",Quentin Sombsthay,Surespot
"lt' s lighting a bulb but I haven't tested
its range",wilayahks,,"September 3, 2015 7:10 AM",Quentin Sombsthay,Surespot
"Perfect. Just keep a safe
distance from the bomb. Vou
don't wanna get hit with any
shrapnel. And, when you're
carrying the bomb in your
backpack, just try to make
yourself look like everyone else
to avoid suspicion. Look down
at your phone and pretend to
text if the kuffar start looking at
you suspiciously.",AusWitness,,"September 3, 2015 7:13 AM",Quentin Sombsthay,Surespot
Ok,wilayahks,,"September 3, 2015 7:13 AM",Quentin Sombsthay,Surespot
"Can you send me a picture of
the bomb for the post on
Behan, akhi?",AusWitness,,"September 3, 2015 7:14 AM",Quentin Sombsthay,Surespot
Not right now I just left for class sorry,wilayahks,,"September 3, 2015 7:14 AM",Quentin Sombsthay,Surespot
I have the other one hold on,wilayahks,,"September 3, 2015 7:15 AM",Quentin Sombsthay,Surespot
"Make sure my name is in it ahki I
want the world of the mujahideen to
know!!",wilayahks,image,"September 3, 2015 7:16 AM",Quentin Sombsthay,Surespot
"You sure, akhi? Kuffar might
start adding you on here.",AusWitness,,"September 3, 2015 7:16 AM",Quentin Sombsthay,Surespot
"Bro there is no way for them to trace.
me. I am not scared of true kuffar.",wilayahks,,"September 3, 2015 7:21 AM",Quentin Sombsthay,Surespot
"Alright, bro. l' ll go make the
8han post now. They' Il
probably call me a liar, but I
can't wait to see the reactions
from the kuffar once the attack
happens.",AusWitness,,"September 3, 2015 7:23 AM",Quentin Sombsthay,Surespot
Alhamdulillah,wilayahks,,"September 3, 2015 7:23 AM",Quentin Sombsthay,Surespot
"Oh, I forgot to ask: you got
enough to buy the bus ticket,
right?",AusWitness,,"September 3, 2015 7:30 AM",Quentin Sombsthay,Surespot
"Not yet bro I put my tv on Craigslist
but nobody has asked about it yet",wilayahks,gold,"September 3, 2015 7:32 AM",Quentin Sombsthay,Surespot
What about eBay?,AusWitness,gold,"September 3, 2015 7:32 AM",Quentin Sombsthay,Surespot
"l've never used eBay. I think you
have to link it with a bank account
and everything",wilayahks,gold,"September 3, 2015 7:33 AM",Quentin Sombsthay,Surespot
Plus then you have to ship it,wilayahks,gold,"September 3, 2015 7:33 AM",Quentin Sombsthay,Surespot
"lt's an old TV not a flat screen and it's
heavy",wilayahks,,"September 3, 2015 7:33 AM",Quentin Sombsthay,Surespot
"How much are you offering for
the TV on Craigslist?",AusWitness,,"September 3, 2015 7:34 AM",Quentin Sombsthay,Surespot
50,wilayahks,,"September 3, 2015 7:34 AM",Quentin Sombsthay,Surespot
How long has it been up?,AusWitness,,"September 3, 2015 7:34 AM",Quentin Sombsthay,Surespot
Just a few days,wilayahks,,"September 3, 2015 7:34 AM",Quentin Sombsthay,Surespot
"Akhi, are there any pawn
shops or flea markets you
could sell it at?",AusWitness,,"September 3, 2015 7:35 AM",Quentin Sombsthay,Surespot
Maybe I’ll have to look,wilayahks,,"September 3, 2015 7:35 AM",Quentin Sombsthay,Surespot
"Do you know anyone who
might want to buy it?",AusWitness,gold,"September 3, 2015 7:36 AM",Quentin Sombsthay,Surespot
"No everyone at school has nicer tv
this is just an old one I keep in my
room",wilayahks,gold,"September 3, 2015 7:37 AM",Quentin Sombsthay,Surespot
"Is there anything else you
could sell?",AusWitness,gold,"September 3, 2015 7:35 AM",Quentin Sombsthay,Surespot
No I don 't have much,wilayahks,gold,"September 3, 2015 7:35 AM",Quentin Sombsthay,Surespot
"You listed it under electronics,
right?",AusWitness,,"September 3, 2015 7:42 AM",Quentin Sombsthay,Surespot
Yeah,wilayahks,,"September 3, 2015 7:42 AM",Quentin Sombsthay,Surespot
"Try taking it down and putting
it back up for $40.",AusWitness,,"September 3, 2015 7:43 AM",Quentin Sombsthay,Surespot
"Ok I’II wait a few days and see if I can
get the 50",wilayahks,,"September 3, 2015 7:43 AM",Quentin Sombsthay,Surespot
"Alright, bro. I just wanna make
sure you get the ticket on time.",AusWitness,,"September 3, 2015 7:44 AM",Quentin Sombsthay,Surespot
"Why does the ticket cost so
much?",AusWitness,,"September 3, 2015 7:44 AM",Quentin Sombsthay,Surespot
"No idea I just looked at greyhounds
website it's 38 for a round trip",wilayahks,,"September 3, 2015 7:45 AM",Quentin Sombsthay,Surespot
"Any other buses? There have
gotta be some cheaper ones.",AusWitness,,"September 3, 2015 7:46 AM",Quentin Sombsthay,Surespot
I don't think so,wilayahks,,"September 3, 2015 7:46 AM",Quentin Sombsthay,Surespot
"Are you gonna plant the bomb
on 9/11? That might be risky.",AusWitness,,"September 3, 2015 7:47 AM",Quentin Sombsthay,Surespot
"(…)
can’t leave it overnight or anything
that would be suspicious",wilayahks,,"September 3, 2015 7:50 AM",Quentin Sombsthay,Surespot
"I was thinking like Boston just show
up and drop it and then leave",wilayahks,,"September 3, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Not like right away wait like 30 min
maybe and then pretend I got a call
or something",wilayahks,,"September 3, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Where does the bus get off?
And you can't just Ieave before
the bomb goes off, cuz you
have to make sure your
detonator works. lt might not
work if you're far away.",AusWitness,,"September 3, 2015 7:51 AM",Quentin Sombsthay,Surespot
"Also, I might not be awake at
the time of the event since
we're on opposite sides of the
world. You have other
mujahideen on here who can
help you, right?",AusWitness,,"September 3, 2015 7:55 AM",Quentin Sombsthay,Surespot
"Yeah I’ll go far away and just keep
taking a few steps forward",wilayahks,,"September 3, 2015 7:56 AM",Quentin Sombsthay,Surespot
"Do you know where the bus
gets off? I can make you a
map to the event.",AusWitness,,"September 3, 2015 7:56 AM",Quentin Sombsthay,Surespot
"I would appreciate if you at least
woke up for a little before I get on the
bus. Like around this time or earlier I
wiIl be leaving",wilayahks,,"September 3, 2015 7:56 AM",Quentin Sombsthay,Surespot
,wilayahks,,"September 3, 2015 7:57 AM",Quentin Sombsthay,Surespot
"Oh, of course I’ll be up around
now. I can stay up until about
3:00 PM in American time
(which is very late at night in
Australian time).",AusWitness,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
"Is that the address the bus
stops at?",AusWitness,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
"Ok we will plan to talk on the morning
of for sure ahki",wilayahks,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
Yeah,wilayahks,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
"Alright, let me go make you a
map, brother.",AusWitness,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
Jzk,wilayahks,,"September 3, 2015 7:58 AM",Quentin Sombsthay,Surespot
google.com/maps/dir/1101+…,"AusSecret, AusWitness, Twitter","image, google maps","September 3, 2015 8:03 AM",Quentin Sombsthay,Twitter
"Check your Twitter DMs, akhi.",AusWitness,,"September 3, 2015 8:03 AM",Quentin Sombsthay,Surespot
"From where the bus drops you
off, it's just five minutes to get
to where the 9/11 event is. lt's
perfect.",AusWitness,,"September 3, 2015 8:03 AM",Quentin Sombsthay,Surespot
Perfect,wilayahks,,"September 3, 2015 8:03 AM",Quentin Sombsthay,Surespot
"Wait a second ... a site says the
event is on September 13.",AusWitness,,"September 3, 2015 8:05 PM",Quentin Sombsthay,Surespot
Ok well do it on the 13th then,wilayahks,,"September 3, 2015 8:06 PM",Quentin Sombsthay,Surespot
"Check the link I sent you,
brother.",AusWitness,,"September 3, 2015 8:08 PM",Quentin Sombsthay,Surespot
"The event starts at 6:30 AM
and ends at 3:30 PM.",AusWitness,,"September 3, 2015 8:10 PM",Quentin Sombsthay,Surespot
"You there, brother?",AusWitness,,"September 3, 2015 8:13 PM",Quentin Sombsthay,Surespot
Yeah l'm looking now,wilayahks,,"September 3, 2015 8:14 PM",Quentin Sombsthay,Surespot
I don't think I’ll have to be there when,wilayahks,,"September 3, 2015 8:14 PM",Quentin Sombsthay,Surespot
"I just want to make sure we kill
as many kuffar as possible,
brother.",AusWitness,gold,"September 3, 2015 8:14 PM",Quentin Sombsthay,Surespot
"I got 60 for the 1V bro!!! I' m going to
get a prepaid debit card and order he
bus ticket tonight!!",wilayahks,gold,"September 8, 2015 12:24 PM",Quentin Sombsthay,Surespot
Ahki may Allah swt be with us,wilayahks,image,"September 9, 2015 6:17 AM",Quentin Sombsthay,Surespot
There is 2 lbs of gunpowder inside,wilayahks,,"September 9, 2015 6:18 AM",Quentin Sombsthay,Surespot
Are you ready for this ahki,wilayahks,gold,"September 9, 2015 7:41 PM",Quentin Sombsthay,Surespot
We will be lions among the kuffar,wilayahks,gold,"September 9, 2015 7:41 PM",Quentin Sombsthay,Surespot
"I am ready, akhi. I am so
excited. We will be legendary
mujahideen, and Allah (SWl)
will reward us with seats right
next to the Prophet (PBUH) in
Jannah. These filthy kuffar will
be brought to their knees at
our unwavering dedication to
Allah (SWl). l'm so glad to
hear you got the ticket,
brother. You looked at the map
of where the event is, right,
akhi? You have it all planned
out?",AusWitness,gold,"September 9, 2015 12:24 PM",Quentin Sombsthay,Surespot
"Alhamdulillah. Yes I have the route
you gave me. I can't think of
anything else.",wilayahks,gold,"September 9, 2015 12:30 PM",Quentin Sombsthay,Surespot
"Make sure to detonate when
the maximum amount of kuffar
are around, akhi. When it gets
the most crowded, then
detonate lt.",AusWitness,gold,"September 9, 2015 12:31 PM",Quentin Sombsthay,Surespot
Ameen.,wilayahks,gold,"September 9, 2015 12:33 PM",Quentin Sombsthay,Surespot
"l've been staying up after Fajr in
anticipation. I can’t get back to sleep",wilayahks,gold,"September 9, 2015 12:34 PM",Quentin Sombsthay,Surespot
"I know how you feel, akhi. I am
so excited that I can hardly
sleep. I can't wait for the day
to come.",AusWitness,gold,"September 9, 2015 12:34 PM",Quentin Sombsthay,Surespot
"Will you be around this week? l'm
getting paranoid I guess, I didn't hear
from you in a while.",wilayahks,gold,"September 9, 2015 12:36 PM",Quentin Sombsthay,Surespot
"Of course I’II be around, akhi. I
would never abandon a
mujahid.",AusWitness,gold,"September 9, 2015 12:36 PM",Quentin Sombsthay,Surespot
Jzk brother,wilayahks,gold,"September 9, 2015 12:37 PM",Quentin Sombsthay,Surespot
"I get especially worried in the
mornings. lt's so quiet. I just sit
there and I can hear the screaming
kuffar.",wilayahks,gold,"September 9, 2015 12:38 PM",Quentin Sombsthay,Surespot
"Yeah, I keep picturing it in my
head. The explosion, the kuffar
panicking, the kafir politicians
freaking out. lt’s going to be
glorious, brother.",AusWitness,gold,"September 9, 2015 12:38 PM",Quentin Sombsthay,Surespot
Alhamdulillah,wilayahks,gold,"September 9, 2015 12:39 PM",Quentin Sombsthay,Surespot
How many do you think we can kill?,wilayahks,gold,"September 9, 2015 12:40 PM",Quentin Sombsthay,Surespot
At least 30 or so.,AusWitness,gold,"September 9, 2015 12:40 PM",Quentin Sombsthay,Surespot
Subhanallah,wilayahks,gold,"September 9, 2015 12:43 PM",Quentin Sombsthay,Surespot
"I only worry if Allah swt will be upset
if we kill any infants",wilayahks,gold,"September 9, 2015 12:43 PM",Quentin Sombsthay,Surespot
Or something like that you know?,wilayahks,gold,"September 9, 2015 12:43 PM",Quentin Sombsthay,Surespot
That kind of bothers me,wilayahks,gold,"September 9, 2015 12:43 PM",Quentin Sombsthay,Surespot
"Don't worry, akhi. Nobody
brings infants to these sorts of
things. lt's a firefighter event
on a hot day. Infants would just
cry the whole time.",AusWitness,gold,"September 9, 2015 12:44 PM",Quentin Sombsthay,Surespot
"What about the familias of the kuff
firefighters",wilayahks,gold,"September 9, 2015 12:45 PM",Quentin Sombsthay,Surespot
"They'd leave any babies at
home with babysitters. lt would
just be adults and teenagers at
the event. Plus, I think the
firefighter familias are in a
different section from the main
crowd.",AusWitness,gold,"September 9, 2015 12:45 PM",Quentin Sombsthay,Surespot
pers,wilayahks,gold,"September 9, 2015 12:47 PM",Quentin Sombsthay,Surespot
I don’t know how powerful it will be,wilayahks,gold,"September 9, 2015 12:47 PM",Quentin Sombsthay,Surespot
I used the full two lbs that I got of the gunpowder,wilayahks,gold,"September 9, 2015 12:47 PM",Quentin Sombsthay,Surespot
"If you see babies, wait for them
to leave. Mothers with babies
wouldn't stay very long, akhi.
They would leave once the
babies start crying.",AusWitness,gold,"September 9, 2015 12:50 PM",Quentin Sombsthay,Surespot
"If they don't leave is it permissible to
kill them? l'm sure most of the
firefighters are military kuff.",wilayahks,gold,"September 9, 2015 12:51 PM",Quentin Sombsthay,Surespot
"Their families are guilty in the eyes of
Allah",wilayahks,gold,"September 9, 2015 12:52 PM",Quentin Sombsthay,Surespot
"lndeed, brother. Allah (SWT)
permits us to kill the families of
military kuffar. They're guilty in
the eyes of Allah (SWT) since
they support the invasion and
bombing of Muslim lands.",AusWitness,gold,"September 9, 2015 12:53 PM",Quentin Sombsthay,Surespot
"I worry that an innocent child might
get caught in the blast. I need to get
Jannah with this bro",wilayahks,gold,"September 9, 2015 12:54 PM",Quentin Sombsthay,Surespot
Seriously,wilayahks,gold,"September 9, 2015 12:54 PM",Quentin Sombsthay,Surespot
"Akhi, don't worry. Muslims
would not attend this event.
Only military supporters would,
and all military supporters are
guilty in the eyes of Allah
(SWT) .",AusWitness,gold,"September 9, 2015 12:56 PM",Quentin Sombsthay,Surespot
Jzk bro,wilayahks,,"September 9, 2015 12:58 PM",Quentin Sombsthay,Surespot
I appreciate it,wilayahks,,"September 9, 2015 12:58 PM",Quentin Sombsthay,Surespot
Just a big thing to do you know?,wilayahks,,"September 9, 2015 12:58 PM",Quentin Sombsthay,Surespot
"I know, akhi. Don't worry. Allah
(SWT) wants this to happen. I
am sure of it, brother.",AusWitness,,"September 9, 2015 1:00 PM",Quentin Sombsthay,Surespot
I feel that way too brother.,wilayahks,,"September 9, 2015 1:00 PM",Quentin Sombsthay,Surespot
"Did you look to see if there are
pictures of it from last year",wilayahks,,"September 9, 2015 1:23 PM",Quentin Sombsthay,Surespot
"There are lots, akhi. Go to
http://images.google.com/ and
search for “kansas city stair
climb"".",AusWitness,,"September 9, 2015 1:02 PM",Quentin Sombsthay,Surespot
You picked a perfect target ahki,wilayahks,gold,"September 9, 2015 1:07 PM",Quentin Sombsthay,Surespot
lt looks great,wilayahks,gold,"September 9, 2015 1:07 PM",Quentin Sombsthay,Surespot
"Jzk, bro. I can't wait for this to
happen. Our brothers in the
lslamic State will hail us as
legendary shaheeds, and we
will provide them with tons of
inspiration.",AusWitness,,"September 9, 2015 1:11 PM",Quentin Sombsthay,Surespot
Allahu ahkbar!!,wilayahks,,"September 9, 2015 1:15 PM",Quentin Sombsthay,Surespot
I have to leave brother,wilayahks,,"September 9, 2015 1:19 PM",Quentin Sombsthay,Surespot
"May Allah swt bless you and keep
you safe",wilayahks,,"September 9, 2015 1:19 PM",Quentin Sombsthay,Surespot
"Will you please check your phone
tomorrow morning?",wilayahks,,"September 9, 2015 1:19 PM",Quentin Sombsthay,Surespot
l'm thinking we can talk after Fajr,wilayahks,,"September 9, 2015 1:19 PM",Quentin Sombsthay,Surespot
Well at least my time sorry,wilayahks,,"September 9, 2015 1:19 PM",Quentin Sombsthay,Surespot
"lt's 130 pm here now for me so I
guess in Iike 15 hours lol",wilayahks,,"September 9, 2015 1:20 PM",Quentin Sombsthay,Surespot
"I don't mean to pester. Just get to
thinking you know?",wilayahks,,"September 9, 2015 1:20 PM",Quentin Sombsthay,Surespot
"Yes, I will check back later,
akhi. Goodbye for now. I need
to get to bed, as it's 2:30 AM
here. Talk later.",AusWitness,gold,"September 9, 2015 1:23 PM",Quentin Sombsthay,Surespot
Salaam,wilayahks,,"September 9, 2015 1:23 PM",Quentin Sombsthay,Surespot
Salaam ahki,wilayahks,gold,"September 10, 2015 5:10 AM",Quentin Sombsthay,Surespot
You there?,wilayahks,gold,"September 10, 2015 5:11 AM",Quentin Sombsthay,Surespot
Brb Fajr,wilayahks,gold,"September 10, 2015 5:50 AM",Quentin Sombsthay,Surespot
Ok,wilayahks,gold,"September 10, 2015 6:02 AM",Quentin Sombsthay,Surespot
"You around? Not sure what time it is
there",wilayahks,gold,"September 10, 2015 6:02 AM",Quentin Sombsthay,Surespot
"I keep thinking about the children
ahki. Makes me nervous.",wilayahks,gold,"September 10, 2015 6:03 AM",Quentin Sombsthay,Surespot
"Akhi, don't worry. lt's an event
for military supporters, and all
military supporters are guilty in
the eyes of Allah (SWT).",AusWitness,,"September 10, 2015 6:06 AM",Quentin Sombsthay,Surespot
I know brother,wilayahks,,"September 10, 2015 6:07 AM",Quentin Sombsthay,Surespot
Just makes you think I guess,wilayahks,,"September 10, 2015 6:07 AM",Quentin Sombsthay,Surespot
"I wonder if we will inspire other
attacks",wilayahks,,"September 10, 2015 6:08 AM",Quentin Sombsthay,Surespot
Create a wave of them,wilayahks,,"September 10, 2015 6:08 AM",Quentin Sombsthay,Surespot
The kuffar will live in constant fear,wilayahks,,"September 10, 2015 6:08 AM",Quentin Sombsthay,Surespot
"I tried putting the pressure cooker in
the backpack and the nails make a
sound every time I step",wilayahks,,"September 10, 2015 6:10 AM",Quentin Sombsthay,Surespot
"Do you think I will get caught
because of this?",wilayahks,,"September 10, 2015 6:10 AM",Quentin Sombsthay,Surespot
You there?,wilayahks,,"September 10, 2015 6:12 AM",Quentin Sombsthay,Surespot
"Yes, akhi, we will set off a
wave of attacks, especially
since mohamadmo will be
attacking on the same day. We
will be the spark that ignites a
revolution, and the kuffar will
live in criplling fear.",AusWitness,,"September 10, 2015 6:16 AM",Quentin Sombsthay,Surespot
"People probably won't notice.
Just put a lot of other stuff in
your backpack too.",AusWitness,,"September 10, 2015 6:17 AM",Quentin Sombsthay,Surespot
"Do you think people will notice the
backpack on the ground",wilayahks,,"September 10, 2015 6:17 AM",Quentin Sombsthay,Surespot
"I think people look for that after
Boston",wilayahks,,"September 10, 2015 6:19 AM",Quentin Sombsthay,Surespot
"Maybe I will get instead of a plain
backpack a kids looking backpack so
people won't be suspicious of its on
the ground",wilayahks,,"September 10, 2015 6:21 AM",Quentin Sombsthay,Surespot
Like maybe a kid left it,wilayahks,,"September 10, 2015 6:21 AM",Quentin Sombsthay,Surespot
What do you think,wilayahks,,"September 10, 2015 6:21 AM",Quentin Sombsthay,Surespot
Sorry if l'm,wilayahks,,"September 10, 2015 6:23 AM",Quentin Sombsthay,Surespot
Bothering you with all the questions,wilayahks,,"September 10, 2015 6:24 AM",Quentin Sombsthay,Surespot
I get the feeling you’re distracted,wilayahks,gold,"September 10, 2015 6:24 AM",Quentin Sombsthay,Surespot
I hope that's all it is,wilayahks,,"September 10, 2015 6:24 AM",Quentin Sombsthay,Surespot
